Intensity,Label - Bicycling,Label - Running,Label - Sitting,Label - Swimming,Milk,Name,Reset Label,Serving Size,Size,Size in ounce,Type,Type - Sitting,Whip,%DV - Added Sugars,%DV - Carbohydrate,%DV - Cholesterol,%DV - Dietary Fiber,%DV - Protein,%DV - Saturated Fat,%DV - Sodium,%DV - Total Fat,%DV - Trans Fat,Caffeine (mg),Calcium (%DV),Calories,Cholesterol (mg),Dietary Fiber (g),Iron (%DV),Number of Records,Protein (g),Saturated Fat (g),Sodium (mg),Sugar (g),Time to Burn - Bicycling,Time to Burn - Running,Time to Burn - Sitting,Time to Burn - Swimming,Total Carbohydrates (g),Total Fat (g),Trans Fat (g),Vitamin A (%DV),Vitamin C (%DV),Weight
Moderate,11 Mins,8 Mins,1 Hrs : 33 Mins,11 Mins,N/A,Iced Black Tea Lemonade,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.64,0.116363636,0,0,0.002,0,0.002173913,0,0,30,0,120,0,0,0,1,0.1,0,5,32,660,480,5580,660,32,0,0,0,0.15,170
Moderate,11 Mins,8 Mins,1 Hrs : 33 Mins,11 Mins,N/A,Iced Green Tea Lemonade,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.64,0.116363636,0,0,0.002,0,0.002173913,0,0,30,0,120,0,0,0,1,0.1,0,5,32,660,480,5580,660,32,0,0,0,0.15,170
Moderate,12 Mins,9 Mins,1 Hrs : 41 Mins,12 Mins,N/A,Peach Iced Green Tea Lemonade,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.64,0.12,0,0,0.002,0,0.000434783,0.002564103,0,30,0,130,0,0,0,1,0.1,0,1,32,720,540,6060,720,33,0.2,0,0,0.15,170
Moderate,11 Mins,8 Mins,1 Hrs : 33 Mins,11 Mins,N/A,Iced Mango Black Tea Lemonade,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.62,0.112727273,0,0,0.002,0,0.004347826,0.002564103,0,30,0,120,0,0,0,1,0.1,0,10,31,660,480,5580,660,31,0.2,0,0,0.15,170
Moderate,16 Mins,12 Mins,2 Hrs : 12 Mins,16 Mins,Nonfat,Oprah Cinnamon Chai Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.62,0.12,0.016666667,0,0.14,0.005,0.039130435,0.002564103,0,50,0.25,170,5,0,0,1,7,0.1,90,31,960,720,7920,960,33,0.2,0,0.15,0,170
Moderate,14 Mins,10 Mins,1 Hrs : 56 Mins,14 Mins,Nonfat,English Breakfast Black Tea Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.6,0.109090909,0.016666667,0,0.14,0.005,0.041304348,0.002564103,0,40,0.25,150,5,0,0,1,7,0.1,95,30,840,600,6960,840,30,0.2,0,0.15,0,170
Moderate,14 Mins,10 Mins,1 Hrs : 56 Mins,14 Mins,Nonfat,London Fog Tea Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.6,0.109090909,0.016666667,0,0.14,0.005,0.041304348,0.002564103,0,40,0.25,150,5,0,0,1,7,0.1,95,30,840,600,6960,840,30,0.2,0,0.15,0,170
Moderate,16 Mins,12 Mins,2 Hrs : 12 Mins,16 Mins,Nonfat,Iced Oprah Cinnamon Chai Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.62,0.12,0.016666667,0,0.14,0.005,0.041304348,0.002564103,0,50,0.25,170,5,0,0,1,7,0.1,95,31,960,720,7920,960,33,0.2,0,0.15,0,170
Moderate,19 Mins,14 Mins,2 Hrs : 35 Mins,19 Mins,Nonfat,Iced Chai Tea Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.84,0.16,0.016666667,0,0.16,0.005,0.043478261,0.002564103,0,95,0.25,200,5,0,0.02,1,8,0.1,100,42,1140,840,9300,1140,44,0.2,0,0.15,0,137.3
Moderate,20 Mins,14 Mins,2 Hrs : 43 Mins,20 Mins,Nonfat,Chai Tea Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.86,0.163636364,0.016666667,0,0.16,0.005,0.045652174,0.002564103,0,95,0.25,210,5,0,0.02,1,8,0.1,105,43,1200,840,9780,1200,45,0.2,0,0.15,0,133.2
Moderate,16 Mins,12 Mins,2 Hrs : 12 Mins,16 Mins,Nonfat,Iced Green Tea Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.62,0.116363636,0.016666667,0.035714286,0.22,0.01,0.056521739,0.005128205,0,80,0.35,170,5,1,0.04,1,11,0.2,130,31,960,720,7920,960,32,0.4,0,0.2,0.15,129.1
Moderate,18 Mins,13 Mins,2 Hrs : 27 Mins,18 Mins,Nonfat,Green Tea Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.66,0.123636364,0.016666667,0.035714286,0.24,0.01,0.060869565,0.005128205,0,80,0.4,190,5,1,0.04,1,12,0.2,140,33,1080,780,8820,1080,34,0.4,0,0.2,0.15,125
Moderate,15 Mins,11 Mins,2 Hrs : 4 Mins,15 Mins,Soy,English Breakfast Black Tea Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.48,0.094545455,0,0.035714286,0.12,0.02,0.034782609,0.038461538,0,40,0.25,160,0,1,0.1,1,6,0.4,80,24,900,660,7440,900,26,3,0,0.08,0,120.9
Moderate,15 Mins,11 Mins,2 Hrs : 4 Mins,15 Mins,Soy,London Fog Tea Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.48,0.094545455,0,0.035714286,0.12,0.02,0.034782609,0.038461538,0,40,0.25,160,0,1,0.1,1,6,0.4,80,24,900,660,7440,900,26,3,0,0.08,0,116.8
Moderate,16 Mins,12 Mins,2 Hrs : 12 Mins,16 Mins,Soy,Oprah Cinnamon Chai Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.5,0.105454545,0,0.035714286,0.12,0.02,0.034782609,0.038461538,0,50,0.25,170,0,1,0.1,1,6,0.4,80,25,960,720,7920,960,29,3,0,0.08,0,112.7
Moderate,17 Mins,12 Mins,2 Hrs : 20 Mins,17 Mins,Soy,Iced Oprah Cinnamon Chai Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.52,0.105454545,0,0.035714286,0.12,0.02,0.036956522,0.044871795,0,50,0.25,180,0,1,0.1,1,6,0.4,85,26,1020,720,8400,1020,29,3.5,0,0.08,0,108.6
Moderate,21 Mins,15 Mins,2 Hrs : 51 Mins,21 Mins,Soy,Chai Tea Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.74,0.149090909,0,0.035714286,0.12,0.02,0.039130435,0.044871795,0,95,0.25,220,0,1,0.1,1,6,0.4,90,37,1260,900,10260,1260,41,3.5,0,0.08,0,170
Moderate,21 Mins,15 Mins,2 Hrs : 51 Mins,21 Mins,Soy,Iced Chai Tea Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.74,0.149090909,0,0.035714286,0.12,0.02,0.039130435,0.044871795,0,95,0.25,220,0,1,0.1,1,6,0.4,90,37,1260,900,10260,1260,41,3.5,0,0.08,0,129.5111111
Moderate,18 Mins,13 Mins,2 Hrs : 27 Mins,18 Mins,Soy,Iced Green Tea Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.46,0.098181818,0,0.071428571,0.18,0.025,0.05,0.064102564,0,80,0.35,190,0,2,0.2,1,9,0.5,115,23,1080,780,8820,1080,27,5,0,0.15,0.15,129.7777778
Moderate,20 Mins,14 Mins,2 Hrs : 43 Mins,20 Mins,Soy,Green Tea Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.48,0.101818182,0,0.107142857,0.2,0.025,0.056521739,0.076923077,0,80,0.4,210,0,3,0.2,1,10,0.5,130,24,1200,840,9780,1200,28,6,0,0.15,0.15,130.0444444
Moderate,20 Mins,14 Mins,2 Hrs : 43 Mins,20 Mins,Whole,English Breakfast Black Tea Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.6,0.109090909,0.066666667,0,0.14,0.2,0.041304348,0.08974359,0.034482759,40,0.2,210,20,0,0,1,7,4,95,30,1200,840,9780,1200,30,7,0.2,0.1,0,130.3111111
Moderate,20 Mins,14 Mins,2 Hrs : 43 Mins,20 Mins,Whole,London Fog Tea Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.6,0.109090909,0.066666667,0,0.14,0.2,0.041304348,0.08974359,0.034482759,40,0.2,210,20,0,0,1,7,4,95,30,1200,840,9780,1200,30,7,0.2,0.1,0,130.5777778
Moderate,21 Mins,15 Mins,2 Hrs : 51 Mins,21 Mins,Whole,Iced Oprah Cinnamon Chai Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.62,0.12,0.066666667,0,0.14,0.2,0.041304348,0.08974359,0.034482759,50,0.2,220,20,0,0,1,7,4,95,31,1260,900,10260,1260,33,7,0.2,0.1,0,130.8444444
Moderate,21 Mins,15 Mins,2 Hrs : 51 Mins,21 Mins,Whole,Oprah Cinnamon Chai Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.62,0.12,0.066666667,0,0.14,0.2,0.041304348,0.08974359,0.034482759,50,0.2,220,20,0,0.02,1,7,4,95,31,1260,900,10260,1260,33,7,0.2,0.1,0,131.1111111
Moderate,25 Mins,18 Mins,3 Hrs : 22 Mins,25 Mins,Whole,Iced Chai Tea Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.84,0.16,0.066666667,0,0.14,0.2,0.045652174,0.08974359,0.034482759,95,0.2,260,20,0,0.02,1,7,4,105,42,1500,1080,12120,1500,44,7,0.2,0.1,0,131.3777778
Moderate,26 Mins,19 Mins,3 Hrs : 30 Mins,26 Mins,Whole,Chai Tea Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.84,0.163636364,0.066666667,0,0.14,0.2,0.045652174,0.08974359,0.034482759,95,0.25,270,20,0,0.02,1,7,4,105,42,1560,1140,12600,1560,45,7,0.2,0.1,0,131.6444444
Moderate,24 Mins,17 Mins,3 Hrs : 14 Mins,24 Mins,Whole,Iced Green Tea Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.6,0.112727273,0.1,0.035714286,0.2,0.25,0.056521739,0.128205128,0.051724138,80,0.3,250,30,1,0.04,1,10,5,130,30,1440,1020,11640,1440,31,10,0.3,0.15,0.15,131.9111111
Moderate,27 Mins,19 Mins,3 Hrs : 37 Mins,27 Mins,Whole,Green Tea Latte,Reset Filters,473 mL,Grande,16 fl oz,Tea,Yes,N/A,0.64,0.123636364,0.116666667,0.035714286,0.24,0.3,0.065217391,0.141025641,0.051724138,80,0.35,280,35,1,0.04,1,12,6,150,32,1620,1140,13020,1620,34,11,0.3,0.2,0.15,132.1777778
Moderate,39 Mins,29 Mins,5 Hrs : 19 Mins,39 Mins,2%,White Hot Chocolate,Reset Filters,473 mL,Grande,16 fl oz,Hot Chocolate & Other,Yes,No Whip,1.2,0.221818182,0.1,0,0.3,0.4,0.117391304,0.153846154,0.034482759,0,0.5,410,30,0,0,1,15,8,270,60,2340,1740,19140,2340,61,12,0.2,0.2,0.02,132.4444444
Moderate,35 Mins,25 Mins,4 Hrs : 40 Mins,35 Mins,Coconut,White Hot Chocolate,Reset Filters,473 mL,Grande,16 fl oz,Hot Chocolate & Other,Yes,No Whip,1.1,0.203636364,0.016666667,0,0.1,0.6,0.108695652,0.166666667,0,0,0.1,360,5,0,0,1,5,12,250,55,2100,1500,16800,2100,56,13,0,0,0.02,132.7111111
Moderate,35 Mins,26 Mins,4 Hrs : 47 Mins,35 Mins,Soy,White Hot Chocolate,Reset Filters,473 mL,Grande,16 fl oz,Hot Chocolate & Other,Yes,No Whip,1.04,0.2,0.016666667,0.035714286,0.26,0.25,0.1,0.141025641,0,0,0.5,370,5,1,0.15,1,13,5,230,52,2100,1560,17220,2100,55,11,0,0.15,0.02,132.9777778
Moderate,43 Mins,31 Mins,5 Hrs : 50 Mins,43 Mins,Whole,White Hot Chocolate,Reset Filters,473 mL,Grande,16 fl oz,Hot Chocolate & Other,Yes,No Whip,1.2,0.221818182,0.133333333,0,0.3,0.55,0.108695652,0.217948718,0.051724138,0,0.45,450,40,0,0.02,1,15,11,250,60,2580,1860,21000,2580,61,17,0.3,0.15,0.02,133.2444444
Moderate,46 Mins,33 Mins,6 Hrs : 13 Mins,46 Mins,2%,White Hot Chocolate,Reset Filters,473 mL,Grande,16 fl oz,Hot Chocolate & Other,Yes,Whip,1.24,0.229090909,0.2,0,0.3,0.6,0.117391304,0.243589744,0.068965517,0,0.5,480,60,0,0,1,15,12,270,62,2760,1980,22380,2760,63,19,0.4,0.25,0.02,133.5111111
Moderate,41 Mins,30 Mins,5 Hrs : 34 Mins,41 Mins,Coconut,White Hot Chocolate,Reset Filters,473 mL,Grande,16 fl oz,Hot Chocolate & Other,Yes,Whip,1.14,0.210909091,0.1,0,0.1,0.8,0.108695652,0.256410256,0.034482759,0,0.15,430,30,0,0,1,5,16,250,57,2460,1800,20040,2460,58,20,0.2,0.08,0.02,133.7777778
Moderate,42 Mins,31 Mins,5 Hrs : 42 Mins,42 Mins,Soy,White Hot Chocolate,Reset Filters,473 mL,Grande,16 fl oz,Hot Chocolate & Other,Yes,Whip,1.06,0.207272727,0.1,0.035714286,0.26,0.5,0.104347826,0.230769231,0.034482759,0,0.5,440,30,1,0.15,1,13,10,240,53,2520,1860,20520,2520,57,18,0.2,0.2,0.02,134.0444444
Moderate,50 Mins,36 Mins,6 Hrs : 44 Mins,50 Mins,Whole,White Hot Chocolate,Reset Filters,473 mL,Grande,16 fl oz,Hot Chocolate & Other,Yes,Whip,1.24,0.229090909,0.216666667,0,0.3,0.75,0.113043478,0.307692308,0.086206897,0,0.5,520,65,0,0.02,1,15,15,260,62,3000,2160,24240,3000,63,24,0.5,0.25,0.02,134.3111111
Moderate,10 Mins,7 Mins,1 Hrs : 25 Mins,10 Mins,N/A,Sweetened Whipped Cream,Reset Filters,N/A,Grande/Venti® - Cold,16 fl oz,Add-Ons,Yes,N/A,0.04,0.010909091,0.133333333,0,0.02,0.35,0.004347826,0.141025641,0.051724138,0,0.02,110,40,0,0,1,1,7,10,2,600,420,5100,600,3,11,0.3,0.15,0,170
Moderate,6 Mins,4 Mins,54 Mins,6 Mins,N/A,Sweetened Whipped Cream,Reset Filters,N/A,Grande/Venti® - Hot,16 fl oz,Add-Ons,Yes,N/A,0.04,0.007272727,0.083333333,0,0.008,0.225,0.002173913,0.08974359,0.034482759,0,0.02,70,25,0,0,1,0.4,4.5,5,2,360,240,3240,360,2,7,0.2,0.08,0,170
Moderate,13 Mins,9 Mins,1 Hrs : 48 Mins,13 Mins,N/A,Caramel Apple Spice,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,No Whip,0.66,0.127272727,0,0,0,0,0.004347826,0,0,0,0,140,0,0,0,1,0,0,10,33,780,540,6480,780,35,0,0,0,0,170
Moderate,20 Mins,14 Mins,2 Hrs : 43 Mins,20 Mins,N/A,Caramel Apple Spice,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,Whip,0.74,0.145454545,0.066666667,0,0.006,0.175,0.008695652,0.076923077,0.034482759,0,0,210,20,0,0,1,0.3,3.5,20,37,1200,840,9780,1200,40,6,0.2,0.06,0,170
Moderate,13 Mins,9 Mins,1 Hrs : 48 Mins,13 Mins,Nonfat,Hot Chocolate,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,No Whip,0.46,0.094545455,0.016666667,0.071428571,0.14,0.05,0.030434783,0.019230769,0,15,0.2,140,5,2,0.15,1,7,1,70,23,780,540,6480,780,26,1.5,0,0.1,0,170
Moderate,19 Mins,14 Mins,2 Hrs : 35 Mins,19 Mins,Nonfat,Hot Chocolate,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,Whip,0.48,0.105454545,0.066666667,0.071428571,0.16,0.2,0.041304348,0.076923077,0.034482759,15,0.15,200,20,2,0.2,1,8,4,95,24,1140,840,9300,1140,29,6,0.2,0.1,0.02,170
Moderate,16 Mins,12 Mins,2 Hrs : 12 Mins,16 Mins,2%,Hot Chocolate,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,No Whip,0.44,0.094545455,0.05,0.071428571,0.14,0.15,0.034782609,0.057692308,0.017241379,15,0.2,170,15,2,0.15,1,7,3,80,22,960,720,7920,960,26,4.5,0.1,0.1,0,170
Moderate,22 Mins,16 Mins,2 Hrs : 58 Mins,22 Mins,2%,Hot Chocolate,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,Whip,0.48,0.101818182,0.1,0.071428571,0.14,0.3,0.036956522,0.128205128,0.051724138,15,0.2,230,30,2,0.2,1,7,6,85,24,1320,960,10680,1320,28,10,0.3,0.15,0,170
Moderate,18 Mins,13 Mins,2 Hrs : 27 Mins,18 Mins,Whole,Hot Chocolate,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,No Whip,0.44,0.094545455,0.05,0.071428571,0.14,0.2,0.030434783,0.08974359,0.034482759,15,0.2,190,15,2,0.15,1,7,4,70,22,1080,780,8820,1080,26,7,0.2,0.08,0,170
Moderate,24 Mins,17 Mins,3 Hrs : 14 Mins,24 Mins,Whole,Hot Chocolate,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,Whip,0.48,0.101818182,0.116666667,0.071428571,0.14,0.35,0.034782609,0.153846154,0.051724138,15,0.2,250,35,2,0.2,1,7,7,80,24,1440,1020,11640,1440,28,12,0.3,0.15,0,170
Moderate,14 Mins,10 Mins,1 Hrs : 56 Mins,14 Mins,Soy,Hot Chocolate,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,No Whip,0.36,0.083636364,0,0.107142857,0.12,0.05,0.026086957,0.044871795,0,15,0.2,150,0,3,0.25,1,6,1,60,18,840,600,6960,840,23,3.5,0,0.06,0,170
Moderate,20 Mins,14 Mins,2 Hrs : 43 Mins,20 Mins,Soy,Hot Chocolate,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,Whip,0.4,0.090909091,0.066666667,0.107142857,0.12,0.225,0.02826087,0.115384615,0.034482759,15,0.2,210,20,3,0.25,1,6,4.5,65,20,1200,840,9780,1200,25,9,0.2,0.1,0,137.3
Moderate,13 Mins,9 Mins,1 Hrs : 48 Mins,13 Mins,Coconut,Hot Chocolate,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,No Whip,0.4,0.083636364,0,0.071428571,0.04,0.225,0.030434783,0.064102564,0,15,0,140,0,2,0.15,1,2,4.5,70,20,780,540,6480,780,23,5,0,0,0,133.2
Moderate,19 Mins,14 Mins,2 Hrs : 35 Mins,19 Mins,Coconut,Hot Chocolate,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,Whip,0.44,0.094545455,0.066666667,0.071428571,0.04,0.4,0.032608696,0.128205128,0.034482759,15,0.02,200,20,2,0.2,1,2,8,75,22,1140,840,9300,1140,26,10,0.2,0.06,0,129.1
Moderate,7 Mins,5 Mins,1 Hrs : 2 Mins,7 Mins,Nonfat,Skinny Hot Chocolate,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,N/A,0.16,0.043636364,0.016666667,0.071428571,0.14,0.025,0.036956522,0.012820513,0,0,0.2,80,5,2,0.3,1,7,0.5,85,8,420,300,3720,420,12,1,0,0.1,0,125
Moderate,11 Mins,8 Mins,1 Hrs : 33 Mins,11 Mins,N/A,Steamed Apple Juice,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,N/A,0.54,0.109090909,0,0,0,0,0.004347826,0,0,0,0,120,0,0,0,1,0,0,10,27,660,480,5580,660,30,0,0,0,0,120.9
Moderate,6 Mins,4 Mins,54 Mins,6 Mins,Nonfat,Steamed Milk,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,N/A,0.2,0.036363636,0.016666667,0,0.14,0.005,0.036956522,0.002564103,0,0,0.25,70,5,0,0,1,7,0.1,85,10,360,240,3240,360,10,0.2,0,0.1,0,116.8
Moderate,9 Mins,7 Mins,1 Hrs : 17 Mins,9 Mins,2%,Steamed Milk,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,N/A,0.2,0.036363636,0.05,0,0.14,0.1,0.041304348,0.051282051,0.017241379,0,0.2,100,15,0,0,1,7,2,95,10,540,420,4620,540,10,4,0.1,0.1,0,112.7
Moderate,11 Mins,8 Mins,1 Hrs : 33 Mins,11 Mins,Whole,Steamed Milk,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,N/A,0.2,0.036363636,0.066666667,0,0.12,0.2,0.039130435,0.08974359,0.034482759,0,0.2,120,20,0,0,1,6,4,90,10,660,480,5580,660,10,7,0.2,0.1,0,108.6
Moderate,7 Mins,5 Mins,1 Hrs : 2 Mins,7 Mins,Soy,Steamed Milk,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,N/A,0.1,0.021818182,0,0.035714286,0.1,0.02,0.032608696,0.038461538,0,0,0.2,80,0,1,0.1,1,5,0.4,75,5,420,300,3720,420,6,3,0,0.08,0,170
Moderate,6 Mins,4 Mins,54 Mins,6 Mins,Coconut,Steamed Milk,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,N/A,0.14,0.025454545,0,0,0.01,0.225,0.036956522,0.064102564,0,0,0,70,0,0,0,1,0.5,4.5,85,7,360,240,3240,360,7,5,0,0,0,129.5111111
Moderate,9 Mins,7 Mins,1 Hrs : 17 Mins,9 Mins,Nonfat,Vanilla Steamer,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,N/A,0.38,0.069090909,0.016666667,0,0.12,0.005,0.034782609,0.002564103,0,0,0.2,100,5,0,0,1,6,0.1,80,19,540,420,4620,540,19,0.2,0,0.1,0,129.7777778
Moderate,12 Mins,9 Mins,1 Hrs : 41 Mins,12 Mins,2%,Vanilla Steamer,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,N/A,0.38,0.069090909,0.05,0,0.12,0.1,0.039130435,0.051282051,0.017241379,0,0.2,130,15,0,0,1,6,2,90,19,720,540,6060,720,19,4,0.1,0.1,0,130.0444444
Moderate,14 Mins,10 Mins,1 Hrs : 56 Mins,14 Mins,Whole,Vanilla Steamer,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,N/A,0.38,0.069090909,0.066666667,0,0.12,0.175,0.034782609,0.076923077,0.034482759,0,0.2,150,20,0,0,1,6,3.5,80,19,840,600,6960,840,19,6,0.2,0.1,0,130.3111111
Moderate,10 Mins,7 Mins,1 Hrs : 25 Mins,10 Mins,Soy,Vanilla Steamer,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,N/A,0.28,0.054545455,0,0.035714286,0.1,0.02,0.030434783,0.038461538,0,0,0.2,110,0,1,0.1,1,5,0.4,70,14,600,420,5100,600,15,3,0,0.08,0,130.5777778
Moderate,10 Mins,7 Mins,1 Hrs : 25 Mins,10 Mins,Coconut,Vanilla Steamer,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,N/A,0.32,0.058181818,0,0,0.01,0.2,0.034782609,0.057692308,0,0,0,110,0,0,0,1,0.5,4,80,16,600,420,5100,600,16,4.5,0,0,0,130.8444444
Moderate,17 Mins,12 Mins,2 Hrs : 20 Mins,17 Mins,Nonfat,White Hot Chocolate,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,No Whip,0.6,0.112727273,0.016666667,0,0.16,0.125,0.054347826,0.038461538,0,0,0.25,180,5,0,0,1,8,2.5,125,30,1020,720,8400,1020,31,3,0,0.1,0,131.1111111
Moderate,22 Mins,16 Mins,2 Hrs : 58 Mins,22 Mins,Nonfat,White Hot Chocolate,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,Whip,0.64,0.116363636,0.083333333,0,0.16,0.3,0.056521739,0.102564103,0.034482759,0,0.25,230,25,0,0,1,8,6,130,32,1320,960,10680,1320,32,8,0.2,0.15,0,131.3777778
Moderate,20 Mins,14 Mins,2 Hrs : 43 Mins,20 Mins,2%,White Hot Chocolate,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,No Whip,0.6,0.109090909,0.05,0,0.16,0.2,0.058695652,0.076923077,0.017241379,0,0.25,210,15,0,0,1,8,4,135,30,1200,840,9780,1200,30,6,0.1,0.1,0.02,131.6444444
Moderate,25 Mins,18 Mins,3 Hrs : 22 Mins,25 Mins,2%,White Hot Chocolate,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,Whip,0.62,0.116363636,0.116666667,0,0.16,0.35,0.060869565,0.141025641,0.051724138,0,0.25,260,35,0,0,1,8,7,140,31,1500,1080,12120,1500,32,11,0.3,0.15,0.02,131.9111111
Moderate,21 Mins,15 Mins,2 Hrs : 51 Mins,21 Mins,Whole,White Hot Chocolate,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,No Whip,0.6,0.109090909,0.066666667,0,0.14,0.25,0.054347826,0.102564103,0.034482759,0,0.25,220,20,0,0,1,7,5,125,30,1260,900,10260,1260,30,8,0.2,0.08,0,132.1777778
Moderate,27 Mins,19 Mins,3 Hrs : 37 Mins,27 Mins,Whole,White Hot Chocolate,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,Whip,0.62,0.116363636,0.133333333,0,0.16,0.45,0.056521739,0.179487179,0.051724138,0,0.25,280,40,0,0,1,8,9,130,31,1620,1140,13020,1620,32,14,0.3,0.15,0,132.4444444
Moderate,18 Mins,13 Mins,2 Hrs : 27 Mins,18 Mins,Soy,White Hot Chocolate,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,No Whip,0.52,0.098181818,0.016666667,0.035714286,0.12,0.125,0.05,0.064102564,0,0,0.25,190,5,1,0.08,1,6,2.5,115,26,1080,780,8820,1080,27,5,0,0.06,0,132.7111111
Moderate,23 Mins,16 Mins,3 Hrs : 6 Mins,23 Mins,Soy,White Hot Chocolate,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,Whip,0.54,0.105454545,0.066666667,0.035714286,0.14,0.3,0.052173913,0.141025641,0.034482759,0,0.25,240,20,1,0.08,1,7,6,120,27,1380,960,11160,1380,29,11,0.2,0.1,0,132.9777778
Moderate,17 Mins,12 Mins,2 Hrs : 20 Mins,17 Mins,Coconut,White Hot Chocolate,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,No Whip,0.56,0.101818182,0.016666667,0,0.04,0.3,0.054347826,0.08974359,0,0,0.06,180,5,0,0,1,2,6,125,28,1020,720,8400,1020,28,7,0,0,0,133.2444444
Moderate,22 Mins,16 Mins,2 Hrs : 58 Mins,22 Mins,Coconut,White Hot Chocolate,Reset Filters,236 mL,Kids,,Hot Chocolate & Other,Yes,Whip,0.58,0.109090909,0.066666667,0,0.06,0.45,0.056521739,0.153846154,0.034482759,0,0.06,230,20,0,0,1,3,9,130,29,1320,960,10680,1320,30,12,0.2,0.06,0,133.5111111
Moderate,7 Mins,5 Mins,1 Hrs : 2 Mins,7 Mins,N/A,Lemonade,Reset Filters,354 mL,Kids,,Hot Chocolate & Other,Yes,N/A,0.42,0.076363636,0,0,0.002,0,0,0,0,0,0,80,0,0,0,1,0.1,0,0,21,420,300,3720,420,21,0,0,0,0.25,133.7777778
